LTC-USD	2018-01-05T03:19:26.235000Z	241.98
ETH-USD	2018-01-04T23:43:52.416000Z	955.01
ETH-USD	2018-01-05T01:01:38.365000Z	957.74
ETH-USD	2018-01-05T04:31:23.359000Z	992.24
ETH-USD	2018-01-05T01:13:17.706000Z	968.68
LTC-USD	2018-01-05T02:32:16.014000Z	242.91
ETH-BTC	2018-01-05T00:41:24.496000Z	0.06325
ETH-USD	2018-01-05T03:27:40.132000Z	977.76
BTC-USD	2018-01-05T00:31:20.676000Z	15025.5
LTC-USD	2018-01-05T00:11:47.314000Z	239
LTC-USD	2018-01-05T04:10:06.301000Z	242.53
LTC-USD	2018-01-05T01:48:02.023000Z	238.23
LTC-USD	2018-01-05T02:52:30.035000Z	244.84
LTC-USD	2018-01-05T04:15:42.217000Z	242.01
ETH-USD	2018-01-05T04:30:00.345000Z	985.99
LTC-USD	2018-01-05T02:44:47.620000Z	246.42
ETH-BTC	2018-01-05T01:15:42.612000Z	0.06433
BTC-USD	2018-01-05T03:56:43.915000Z	14959
BTC-USD	2018-01-05T00:01:09.014000Z	15140
BTC-USD	2018-01-05T02:26:37.682000Z	15171
LTC-USD	2018-01-05T01:01:33.122000Z	238
ETH-USD	2018-01-05T03:26:26.157000Z	978.6
ETH-USD	2018-01-05T04:06:30.094000Z	992
LTC-USD	2018-01-05T03:06:38.817000Z	243
ETH-USD	2018-01-05T04:23:19.486000Z	994.5
LTC-USD	2018-01-05T03:04:44.585000Z	243.95
ETH-USD	2018-01-05T01:11:48.215000Z	966.87
ETH-USD	2018-01-05T03:47:06.258000Z	982.5
LTC-BTC	2018-01-04T23:55:06.529000Z	0.01569
ETH-USD	2018-01-05T01:28:11.154000Z	973.37
ETH-USD	2018-01-05T02:41:13.056000Z	975.5
BTC-USD	2018-01-05T03:12:11.480000Z	15036.93
ETH-USD	2018-01-05T02:02:01.533000Z	973.1
LTC-USD	2018-01-05T02:46:27.227000Z	246.79
LTC-BTC	2018-01-05T03:29:04.655000Z	0.01604
BTC-USD	2018-01-05T03:09:10.438000Z	15060.67
LTC-USD	2018-01-05T00:21:23.781000Z	237.22
ETH-USD	2018-01-04T23:44:24.005000Z	954.59
ETH-USD	2018-01-05T03:42:33.908000Z	982.41
ETH-USD	2018-01-05T03:41:14.894000Z	982.49
BTC-USD	2018-01-05T03:28:09.036000Z	15012.25
BTC-USD	2018-01-05T01:43:08.142000Z	15089.88
ETH-USD	2018-01-05T01:32:10.115000Z	973.55
BTC-USD	2018-01-05T04:36:12.756000Z	14867.78
ETH-BTC	2018-01-05T04:01:11.380000Z	0.06631
LTC-BTC	2018-01-05T03:35:24.909000Z	0.01613
BTC-USD	2018-01-05T00:04:33.432000Z	15080
ETH-USD	2018-01-05T01:34:19.719000Z	973.67
ETH-USD	2018-01-05T02:10:55.676000Z	973.09
LTC-USD	2018-01-05T04:01:35.085000Z	241.64
LTC-USD	2018-01-05T00:25:05.314000Z	237.09
ETH-USD	2018-01-05T04:22:42.646000Z	994.4
ETH-USD	2018-01-04T23:50:31.402000Z	953.03
ETH-USD	2018-01-05T03:48:22.898000Z	982.51
LTC-USD	2018-01-05T02:42:51.345000Z	246.8
LTC-BTC	2018-01-05T04:29:27.199000Z	0.01619
LTC-USD	2018-01-05T03:40:22.249000Z	241.91
ETH-USD	2018-01-05T04:04:56.473000Z	992.99
ETH-USD	2018-01-05T01:04:48.240000Z	958.5
LTC-USD	2018-01-05T01:46:14.990000Z	238.43
ETH-USD	2018-01-04T23:57:47.257000Z	949.01
ETH-USD	2018-01-05T00:14:13.804000Z	942.23
LTC-USD	2018-01-05T04:22:59.459000Z	242.48
ETH-USD	2018-01-05T03:44:32.791000Z	982.42
ETH-USD	2018-01-05T01:23:38.131000Z	974
ETH-USD	2018-01-05T01:06:15.765000Z	959.5
ETH-USD	2018-01-05T00:14:09.708000Z	942.23
LTC-USD	2018-01-05T01:45:52.724000Z	238.41
LTC-USD	2018-01-05T00:53:13.615000Z	237.89
ETH-USD	2018-01-05T01:42:16.539000Z	972.76
ETH-USD	2018-01-05T00:40:36.856000Z	953.88
ETH-USD	2018-01-05T02:15:11.932000Z	973.01
ETH-BTC	2018-01-05T04:09:17.792000Z	0.06629
BTC-USD	2018-01-05T03:46:21.574000Z	14973.72
LTC-BTC	2018-01-05T03:06:38.136000Z	0.01615
ETH-USD	2018-01-05T03:39:02.558000Z	982.48
ETH-USD	2018-01-05T04:28:45.939000Z	982.55
ETH-USD	2018-01-05T04:34:52.387000Z	980
ETH-USD	2018-01-05T02:12:24.428000Z	973
ETH-USD	2018-01-05T03:56:55.982000Z	984.9
ETH-USD	2018-01-05T04:17:38.678000Z	993.81
ETH-USD	2018-01-05T01:21:46.947000Z	975.15
BTC-USD	2018-01-04T23:54:54.205000Z	15150
LTC-USD	2018-01-05T02:18:58.814000Z	242.9
BTC-USD	2018-01-04T23:50:45.912000Z	15050
ETH-BTC	2018-01-05T03:58:11.033000Z	0.0663
ETH-BTC	2018-01-05T00:34:09.576000Z	0.06304
BTC-USD	2018-01-05T00:21:41.988000Z	14989
LTC-USD	2018-01-05T02:41:22.577000Z	244.99
BTC-USD	2018-01-05T02:15:44.321000Z	15147.97
BTC-USD	2018-01-05T02:10:32.504000Z	15148
ETH-BTC	2018-01-05T04:18:16.533000Z	0.06642
BTC-USD	2018-01-05T01:15:28.723000Z	15056.72
BTC-USD	2018-01-04T23:50:17.540000Z	15049.96
BTC-USD	2018-01-05T03:03:51.636000Z	15099.99
ETH-USD	2018-01-05T03:32:00.379000Z	977.6
BTC-USD	2018-01-05T02:36:51.928000Z	15121.47
ETH-USD	2018-01-05T03:09:20.063000Z	984.5
BTC-USD	2018-01-05T03:16:48.944000Z	15005.38
LTC-USD	2018-01-05T03:56:53.971000Z	241.7
BTC-USD	2018-01-05T04:08:34.922000Z	15020.51
BTC-USD	2018-01-05T00:15:33.326000Z	15005.01
LTC-BTC	2018-01-05T02:42:00.845000Z	0.01624
BTC-USD	2018-01-05T02:33:30.927000Z	15125
BTC-USD	2018-01-04T23:49:14.388000Z	15048.51
BTC-USD	2018-01-05T02:26:31.001000Z	15171
LTC-USD	2018-01-05T01:05:06.339000Z	238
ETH-BTC	2018-01-05T04:35:30.006000Z	0.06626
BTC-USD	2018-01-05T00:12:25.215000Z	15064.99
LTC-BTC	2018-01-05T03:20:25.277000Z	0.01607
ETH-USD	2018-01-05T03:43:19.542000Z	982.42
LTC-BTC	2018-01-05T03:38:20.668000Z	0.01614
ETH-BTC	2018-01-05T03:27:32.402000Z	0.06524
ETH-BTC	2018-01-05T02:59:23.397000Z	0.06481
ETH-USD	2018-01-05T03:56:19.469000Z	984.87
ETH-USD	2018-01-05T02:46:17.271000Z	976.97
ETH-USD	2018-01-05T02:46:37.007000Z	976.98
ETH-USD	2018-01-05T04:34:55.399000Z	979.8
ETH-USD	2018-01-05T03:47:47.549000Z	982.51
ETH-USD	2018-01-05T02:47:30.406000Z	978.04
BTC-USD	2018-01-05T01:59:31.019000Z	15073
LTC-USD	2018-01-05T03:58:31.908000Z	241.14
ETH-USD	2018-01-04T23:57:20.753000Z	949.02
BTC-USD	2018-01-05T01:20:26.924000Z	15079.99
ETH-USD	2018-01-04T23:56:42.812000Z	948.2
ETH-BTC	2018-01-05T04:09:27.875000Z	0.06631
ETH-USD	2018-01-05T04:30:18.289000Z	990.9
LTC-USD	2018-01-05T02:27:18.503000Z	242.9
LTC-USD	2018-01-05T01:31:14.228000Z	237.67
ETH-USD	2018-01-05T02:41:48.481000Z	975.7
ETH-USD	2018-01-05T03:03:46.115000Z	983
LTC-USD	2018-01-05T03:13:14.729000Z	243.61
ETH-USD	2018-01-05T04:01:04.655000Z	989
BTC-USD	2018-01-05T03:04:49.620000Z	15079.57
BTC-USD	2018-01-05T03:24:54.832000Z	15031.74
LTC-BTC	2018-01-05T02:05:02.024000Z	0.01587
ETH-BTC	2018-01-04T23:53:45.350000Z	0.06241
ETH-USD	2018-01-05T00:15:01.479000Z	942.77
LTC-USD	2018-01-05T02:42:21.308000Z	246.4
BTC-USD	2018-01-05T00:06:46.844000Z	15074.2
ETH-USD	2018-01-05T04:35:39.791000Z	979.01
ETH-USD	2018-01-05T02:19:01.017000Z	973.11
BTC-USD	2018-01-04T23:46:37.367000Z	15049.77
LTC-USD	2018-01-05T03:13:38.872000Z	243.27
BTC-USD	2018-01-05T02:08:01.418000Z	15130
LTC-USD	2018-01-05T00:02:25.717000Z	239.7
ETH-BTC	2018-01-04T23:50:25.309000Z	0.06311
ETH-USD	2018-01-05T04:31:05.544000Z	991.77
BTC-USD	2018-01-05T01:42:16.258000Z	15089.89
BTC-USD	2018-01-05T03:00:52.280000Z	15120.01
LTC-USD	2018-01-05T03:45:24.553000Z	241.84
LTC-USD	2018-01-05T01:05:08.116000Z	238.01
LTC-USD	2018-01-05T00:11:36.800000Z	239.03
LTC-USD	2018-01-05T02:01:20.699000Z	239.83
ETH-USD	2018-01-05T00:28:56.203000Z	949.39
ETH-USD	2018-01-05T03:00:17.558000Z	979.77
ETH-USD	2018-01-05T04:21:37.871000Z	993.86
LTC-USD	2018-01-05T02:32:37.626000Z	243
ETH-USD	2018-01-05T00:03:23.170000Z	943
ETH-BTC	2018-01-05T03:30:46.654000Z	0.06533
BTC-USD	2018-01-05T02:29:20.712000Z	15146.01
BTC-USD	2018-01-04T23:51:20.313000Z	15079.99
LTC-USD	2018-01-05T03:05:06.472000Z	244.52
LTC-BTC	2018-01-05T02:21:27.475000Z	0.01603
ETH-USD	2018-01-05T04:16:53.652000Z	993.89
LTC-USD	2018-01-05T04:20:08.758000Z	241.83
BTC-USD	2018-01-05T03:04:37.609000Z	15079.55
BTC-USD	2018-01-05T00:00:29.193000Z	15175
BTC-USD	2018-01-05T04:11:40.668000Z	15020.52
ETH-BTC	2018-01-05T01:06:21.990000Z	0.06371
BTC-USD	2018-01-05T01:01:14.333000Z	15045.56
ETH-BTC	2018-01-05T03:02:18.451000Z	0.06538
LTC-BTC	2018-01-05T02:31:20.482000Z	0.01604
BTC-USD	2018-01-05T04:35:17.976000Z	14824.05
ETH-USD	2018-01-05T04:19:56.245000Z	993.85
BTC-USD	2018-01-05T03:27:33.916000Z	15012.24
LTC-USD	2018-01-05T03:43:16.490000Z	242.3
ETH-BTC	2018-01-05T00:34:09.576000Z	0.06304
BTC-USD	2018-01-05T02:24:32.908000Z	15163.93
BTC-USD	2018-01-05T00:54:10.153000Z	15066
ETH-BTC	2018-01-05T02:01:49.856000Z	0.0645
ETH-USD	2018-01-05T03:56:27.926000Z	984.9
LTC-USD	2018-01-05T03:36:07.628000Z	242
ETH-USD	2018-01-05T00:07:51.010000Z	942.63
ETH-USD	2018-01-05T01:50:23.796000Z	967.85
ETH-USD	2018-01-05T00:26:33.825000Z	948.33
LTC-USD	2018-01-05T04:06:39.470000Z	241.84
LTC-USD	2018-01-05T00:11:32.864000Z	239.04
LTC-BTC	2018-01-05T03:01:30.430000Z	0.01619
ETH-BTC	2018-01-05T03:25:22.350000Z	0.06524
BTC-USD	2018-01-05T00:11:18.466000Z	15047.06
ETH-BTC	2018-01-05T04:24:16.400000Z	0.0667
ETH-USD	2018-01-05T01:58:17.845000Z	971.5
LTC-USD	2018-01-05T04:28:44.599000Z	241.02
ETH-USD	2018-01-05T03:44:06.122000Z	982.42
ETH-USD	2018-01-05T03:34:34.860000Z	978.88
BTC-USD	2018-01-05T03:46:45.449000Z	14981.55
LTC-USD	2018-01-05T00:18:58.644000Z	237
LTC-USD	2018-01-05T04:32:22.595000Z	240.7
LTC-BTC	2018-01-05T00:13:24.407000Z	0.01583
BTC-USD	2018-01-05T00:02:36.112000Z	15158.06
ETH-USD	2018-01-05T02:36:56.191000Z	975
BTC-USD	2018-01-04T23:51:11.417000Z	15056.86
ETH-BTC	2018-01-05T01:35:02.043000Z	0.06466
ETH-BTC	2018-01-05T02:46:21.658000Z	0.06472
BTC-USD	2018-01-05T00:19:10.284000Z	15005.05
ETH-USD	2018-01-05T04:26:27.743000Z	996.33
LTC-USD	2018-01-05T02:58:05.566000Z	245.05
ETH-USD	2018-01-05T00:51:14.300000Z	953.72
ETH-USD	2018-01-05T04:00:18.646000Z	988.45
ETH-BTC	2018-01-05T00:10:06.344000Z	0.06236
ETH-USD	2018-01-05T03:44:47.932000Z	982.42
BTC-USD	2018-01-05T01:22:33.614000Z	15090
ETH-USD	2018-01-05T03:09:44.076000Z	984.5
ETH-USD	2018-01-05T03:52:46.300000Z	983.89
ETH-BTC	2018-01-05T02:09:28.813000Z	0.06416
BTC-USD	2018-01-05T01:25:06.695000Z	15070.3
BTC-USD	2018-01-05T00:12:10.363000Z	15053.67
BTC-USD	2018-01-05T03:36:14.264000Z	14964.93
LTC-USD	2018-01-05T02:14:04.266000Z	242.85
BTC-USD	2018-01-04T23:58:41.511000Z	15129.65
LTC-USD	2018-01-05T02:32:23.988000Z	242.97
ETH-USD	2018-01-05T03:30:14.230000Z	976.27
BTC-USD	2018-01-05T04:09:13.385000Z	15020.52
ETH-USD	2018-01-05T04:22:35.303000Z	994
BTC-USD	2018-01-05T03:54:00.900000Z	14964.92
ETH-USD	2018-01-05T03:20:20.730000Z	977.94
LTC-USD	2018-01-05T00:45:18.307000Z	237.34
LTC-BTC	2018-01-05T02:06:49.848000Z	0.01602
ETH-USD	2018-01-05T04:16:37.104000Z	993.9
LTC-USD	2018-01-05T02:23:22.771000Z	242.85
BTC-USD	2018-01-05T02:05:40.723000Z	15098.9
ETH-USD	2018-01-05T03:55:03.781000Z	984.24
ETH-USD	2018-01-05T03:04:24.930000Z	983.35
BTC-USD	2018-01-05T04:11:29.116000Z	15020.51
LTC-USD	2018-01-05T03:03:32.761000Z	245.32
ETH-USD	2018-01-05T00:26:41.811000Z	948.34
LTC-USD	2018-01-05T02:12:48.228000Z	242.58
LTC-USD	2018-01-05T02:27:38.458000Z	242.52
BTC-USD	2018-01-04T23:53:03.975000Z	15145.61
ETH-USD	2018-01-05T03:11:40.837000Z	984.49
ETH-USD	2018-01-05T04:26:00.009000Z	996
ETH-BTC	2018-01-05T01:57:00.150000Z	0.06448
ETH-BTC	2018-01-05T00:42:51.034000Z	0.06324
BTC-USD	2018-01-05T01:52:41.566000Z	15071.87
BTC-USD	2018-01-05T01:50:20.818000Z	15071
BTC-USD	2018-01-05T03:04:24.026000Z	15099.14
ETH-USD	2018-01-05T02:16:53.692000Z	973
ETH-USD	2018-01-05T04:19:26.066000Z	993.89
BTC-USD	2018-01-05T00:58:45.356000Z	15053.17
BTC-USD	2018-01-05T02:28:59.754000Z	15161.06
LTC-USD	2018-01-05T02:58:49.442000Z	245.1
LTC-USD	2018-01-05T02:10:06.719000Z	242
ETH-USD	2018-01-05T04:01:02.669000Z	989
LTC-USD	2018-01-05T03:57:23.567000Z	241.51
LTC-USD	2018-01-05T00:10:47.256000Z	239.11
ETH-USD	2018-01-05T03:05:15.888000Z	983.4
LTC-USD	2018-01-05T04:04:13.158000Z	241.65
LTC-USD	2018-01-05T03:45:55.773000Z	242.08
ETH-USD	2018-01-05T04:36:04.119000Z	980
LTC-USD	2018-01-05T03:56:54.992000Z	241.7
LTC-USD	2018-01-05T01:20:25.932000Z	237.49
ETH-USD	2018-01-05T03:19:23.329000Z	979.27
LTC-USD	2018-01-05T01:27:03.045000Z	237.76
ETH-USD	2018-01-05T04:29:23.430000Z	986.03
LTC-BTC	2018-01-05T00:18:43.550000Z	0.01579
LTC-USD	2018-01-05T02:50:34.393000Z	245.46
ETH-USD	2018-01-05T03:41:28.375000Z	982.49
ETH-BTC	2018-01-05T04:01:50.306000Z	0.06631
BTC-USD	2018-01-05T01:51:04.620000Z	15071.8
LTC-USD	2018-01-05T03:20:18.595000Z	241.66
BTC-USD	2018-01-05T01:02:01.430000Z	15045.42
BTC-USD	2018-01-05T02:09:53.139000Z	15148
LTC-USD	2018-01-05T03:30:44.844000Z	241.66
ETH-USD	2018-01-05T04:35:49.476000Z	979.67
LTC-BTC	2018-01-05T02:41:08.844000Z	0.01623
ETH-USD	2018-01-05T01:44:54.872000Z	967.99
ETH-BTC	2018-01-05T04:15:27.346000Z	0.06638
LTC-USD	2018-01-05T02:37:09.288000Z	245
BTC-USD	2018-01-04T23:46:10.693000Z	15049.77
BTC-USD	2018-01-05T02:15:08.055000Z	15147.97
BTC-USD	2018-01-05T02:59:57.632000Z	15120.02
LTC-USD	2018-01-05T03:58:08.852000Z	241.3
ETH-USD	2018-01-05T03:56:19.834000Z	984.88
LTC-USD	2018-01-05T02:50:07.766000Z	245.46
ETH-BTC	2018-01-05T02:45:25.817000Z	0.06472
LTC-BTC	2018-01-05T01:48:55.033000Z	0.01577
BTC-USD	2018-01-05T02:50:08.348000Z	15150
BTC-USD	2018-01-05T02:43:21.717000Z	15110
LTC-USD	2018-01-05T02:49:10.084000Z	246.04
BTC-USD	2018-01-05T04:18:48.458000Z	15000.23
LTC-USD	2018-01-05T01:55:41.703000Z	238.78
LTC-USD	2018-01-05T01:11:01.826000Z	237.79
ETH-USD	2018-01-05T00:04:31.244000Z	942.64
LTC-BTC	2018-01-05T04:01:18.335000Z	0.0161
BTC-USD	2018-01-05T02:38:16.790000Z	15120.05
ETH-USD	2018-01-05T00:55:26.469000Z	954.8
LTC-USD	2018-01-05T01:42:58.190000Z	238.5
LTC-USD	2018-01-05T03:49:31.552000Z	241.9
ETH-USD	2018-01-04T23:49:50.623000Z	953.02
LTC-USD	2018-01-05T04:18:37.361000Z	241.68
ETH-USD	2018-01-05T03:03:08.998000Z	981.5
ETH-USD	2018-01-05T03:10:19.444000Z	984.48
ETH-USD	2018-01-05T00:12:40.791000Z	942.13
BTC-USD	2018-01-05T04:31:27.821000Z	14857.93
ETH-USD	2018-01-05T03:56:08.420000Z	984.87
ETH-USD	2018-01-05T01:38:27.877000Z	974
ETH-USD	2018-01-05T04:04:24.567000Z	991
ETH-USD	2018-01-05T01:06:29.664000Z	959.5
LTC-USD	2018-01-05T02:52:31.851000Z	244.78
BTC-USD	2018-01-05T04:28:45.465000Z	14858.01
BTC-USD	2018-01-05T03:13:47.954000Z	15005.65
LTC-USD	2018-01-05T02:52:09.747000Z	245.25
BTC-USD	2018-01-04T23:56:30.774000Z	15156
ETH-USD	2018-01-04T23:56:47.181000Z	949.02
ETH-USD	2018-01-05T03:45:52.361000Z	982.51
BTC-USD	2018-01-04T23:50:01.362000Z	15049
LTC-USD	2018-01-05T00:11:57.458000Z	238.99
BTC-USD	2018-01-05T03:24:54.669000Z	15031.74
ETH-USD	2018-01-05T03:32:43.218000Z	977.72
BTC-USD	2018-01-05T04:23:19.320000Z	14999.99
ETH-BTC	2018-01-05T03:09:30.634000Z	0.06568
BTC-USD	2018-01-05T00:04:51.227000Z	15078
LTC-BTC	2018-01-05T04:04:53.148000Z	0.0161
BTC-USD	2018-01-05T03:16:55.646000Z	15005.52
ETH-USD	2018-01-05T03:39:01.772000Z	982.49
LTC-USD	2018-01-05T02:30:52.893000Z	242.49
ETH-USD	2018-01-05T01:09:48.537000Z	965.94
ETH-USD	2018-01-05T00:44:33.122000Z	953.85
BTC-USD	2018-01-05T02:23:03.289000Z	15150
BTC-USD	2018-01-05T01:52:15.271000Z	15071.99
LTC-USD	2018-01-05T04:36:19.804000Z	240.36
LTC-USD	2018-01-05T00:04:37.294000Z	239.41
ETH-USD	2018-01-05T03:16:09.753000Z	980
ETH-USD	2018-01-05T04:20:52.830000Z	993.85
LTC-USD	2018-01-05T01:05:09.255000Z	238
LTC-BTC	2018-01-05T00:24:02.797000Z	0.01577
LTC-USD	2018-01-05T03:13:28.516000Z	243.45
LTC-BTC	2018-01-05T01:34:55.691000Z	0.01573
ETH-USD	2018-01-05T04:01:51.109000Z	989.98
ETH-USD	2018-01-05T00:50:57.231000Z	953.73
LTC-USD	2018-01-05T04:14:00.326000Z	242.57
ETH-USD	2018-01-05T03:19:59.571000Z	978.94
BTC-USD	2018-01-05T02:24:38.984000Z	15163.92
ETH-USD	2018-01-05T01:55:30.347000Z	968
LTC-USD	2018-01-05T02:52:31.851000Z	244.78
BTC-USD	2018-01-05T02:24:13.222000Z	15151.03
ETH-USD	2018-01-05T03:51:56.991000Z	983.87
ETH-USD	2018-01-05T04:32:47.641000Z	992.29
BTC-USD	2018-01-05T01:43:21.916000Z	15079
ETH-USD	2018-01-05T04:28:12.485000Z	994.72
LTC-USD	2018-01-05T03:13:50.410000Z	242.74
BTC-USD	2018-01-05T03:34:18.541000Z	14959.31
ETH-USD	2018-01-05T03:30:02.124000Z	975.98
ETH-USD	2018-01-05T03:46:23.779000Z	982.51
ETH-USD	2018-01-05T00:38:42.684000Z	953.93
LTC-USD	2018-01-05T04:15:51.394000Z	242
LTC-USD	2018-01-05T01:38:30.316000Z	238.15
LTC-USD	2018-01-05T03:23:15.368000Z	241.87
LTC-USD	2018-01-05T02:47:55.804000Z	246.2
ETH-USD	2018-01-05T02:35:53.329000Z	974
LTC-USD	2018-01-05T02:09:57.967000Z	241.98
ETH-BTC	2018-01-05T00:15:16.940000Z	0.0625
ETH-USD	2018-01-05T01:42:56.613000Z	972.76
LTC-USD	2018-01-05T01:12:52.033000Z	237.38
LTC-BTC	2018-01-05T02:15:07.943000Z	0.016
ETH-USD	2018-01-05T03:29:36.975000Z	975.76
BTC-USD	2018-01-05T00:36:03.792000Z	15030.92
ETH-USD	2018-01-05T00:40:56.419000Z	953.88
ETH-USD	2018-01-05T00:08:53.699000Z	942.53
ETH-USD	2018-01-05T01:57:50.740000Z	973
